Username,Time,Tweet,Retweets,Likes,Interaction Count
Grayson Allen Enjoyer,2023-09-27T21:26:55.000Z,Keep seeing people talking about how bad the Bucks perimeter defense is gonna be now. Remember when Jimmy did this to Jrue?,0,7,17
,2023-09-27T19:22:57.000Z,Bucks defense will be fine bruh did people forget watching Giannis carry a team on both ends in the Finals lmao,0,4,14
"Richard Staple, BSN, RN",2023-09-27T18:24:14.000Z,"Bucks’ backcourt defense took a hit….

But Lillard/Middelton/Pat/Giannis/Lopez is……uh……kinda nice.

Just a lil.",13,173,186
King DV,2023-09-27T18:22:59.000Z,The Bucks lost perimeter defense in Jrue. This was dumb,0,8,18
Coach Kam,2023-09-27T18:42:35.000Z,Bucks lose some defense but sheesh the firepower lol,0,16,16
The Casual Wager,2023-09-27T18:31:13.000Z,Can’t wait to hear “the Milwaukee Bucks defense is really struggling” in December,5,707,712
Richard,2023-09-27T19:06:37.000Z,Bucks Defense,0,0,10
ㅤ,2023-09-27T20:43:10.000Z,The Bucks gonna score the ball but that defense on the wing is gonna be nasty ,2,20,22
legenGarry™,2023-09-27T18:39:14.000Z,Bucks perimeter defense was barely holding up now any guard/wing eating against them,2,1,13
based pablo prigioni aka priggi smalls,2023-09-27T19:06:43.000Z,That new bucks defense is STINKYYYYYYYYYYYYY,0,3,13
r3alcheezy,2023-09-27T20:23:38.000Z,The bucks defense just took a huge hit losing jrue,0,2,12
,2023-09-27T18:43:51.000Z,I know you’ll thinking but the bucks defense just dropped,0,1,11
Tomek Kordylewski,2023-09-27T18:30:24.000Z,"I do not like the fact that the Celtics will see Dame more now than before, but the Bucks still don't have anyone to guard the Jays, and Jrue felt like their actual x-factor. 

Lillard is gonna make them more dangerous offensively, but their defense is going to take a hit.",29,588,617
Bleav In 76ers,2023-09-27T18:28:03.000Z,Wellll bucks defense got significantly worse today ,0,1,11
Josh Otter,2023-09-27T20:00:38.000Z,Allen gone just like bucks wing defense ,0,13,13
Esfandiar Baraheni,2023-09-27T18:43:07.000Z,"So Bucks rotation is: 

Brook 
Giannis 
Khris 
Connaughton 
Dame 

Bobby 
Crowder 
Beasley 
Beauchamp 

They’re a little thin and the perimeter ",48,122,170
Trevor William Marks,2023-09-27T18:38:58.000Z,"I find it *interesting* that Boston decided to move on from Marcus Smart & Grant Williams -- two players who were vital to beating the Bucks (and establishing an identity on defense) -- to embrace more drop coverage ... only for the Bucks to go add Dame.

What could go wrong?",9,32,41
Junkey ♛,2023-09-27T19:20:00.000Z,Bucks defense just got a hell of a lot worse,0,1,11
Sweep The Leg,2023-09-27T21:40:16.000Z,Heat scored 120 ppg vs the bucks in the playoffs without Herro and the bucks just got a whole lot worse on defense.,9,37,46
Golden.Cedi,2023-09-27T18:57:13.000Z,"Damn, I'm mad that the #bucks lose Jrue.  That's a massive hit to Bucks defense.  But I like Dame on the Bucks.  Great team with Middleton and Giannis.",0,0,10
li ☤,2023-09-27T23:03:56.000Z,"Damn, that Bucks defense gonna be different this season",0,1,11
reuben,2023-09-27T18:18:27.000Z,The bucks upgraded but their defense is still cooked. Thank God Miami didn’t get him,1,4,15
Robert,2023-09-27T20:17:39.000Z,The Bucks perimeter defense is going to be swiss cheese man.,0,2,12
C,2023-09-27T19:11:56.000Z,Bucks defense gunna be terrible,0,1,11
RIP Monty,2023-09-27T19:02:42.000Z,Actually underrated the bucks defense might be really bad now? Will be interesting to watch,0,1,11
Daymon,2023-09-27T18:25:10.000Z,Bucks defense took a hit but the offense is going to be ,0,0,10
Chan D. Ler: The Last Mugiwara,2023-09-27T19:54:57.000Z,Losing jrue is a crushing blow to the Bucks defense,0,2,12
Jim Park,2023-09-27T18:21:46.000Z,Did the Bucks get better by swapping Holiday for Lillard? Tough one. The offense obviously improves vastly but defense falls off the map at PG.,14,129,143
Jason,2023-09-27T18:24:14.000Z,"Initial thoughts: 

1. Awesome haul for the Blazers!

2. Bucks losing Jrue’s defense is a huge gamble, but it makes sense

3. Lillard/Giannis is going to be so fun to watch

4. Dont love this for the Suns but I get it from a Cap and chemistry perspective. They are insanely deep",0,11,11
Tariq Turner,2023-09-27T22:11:20.000Z,Bucks’ defense took a major blow.,0,1,11
Adrian V ✭,2023-09-27T18:33:39.000Z,Bucks just lost there best defender in Jrue Holiday. Damian Lillard a great player but doesn’t bring that defensive presence like Holiday. I see the Bucks defense downgraded a little bit,0,1,11
Ejiro,2023-09-27T18:58:19.000Z,I’m not sure about the basketball fit between Dame and Giannis. And also I wonder how much losing Holiday affects the Bucks defense. It’s kind of a weird trade for the Blazers and a solid move for the Suns.,0,0,10
Brandon Kinnard,2023-09-27T19:18:47.000Z,"Alright, I gotta give my thoughts on this quick:

1) The Blazers are my west coast team and Dame is awesome, so I'm pumped.
2) This is the modern NBA. You've constantly gotta work to improve and appease your superstar.
3) I'm concerned about the Bucks defense.
4) Gonna miss Jrue.",0,6,16
Wake Your Asses Up,2023-09-27T18:24:27.000Z,Bucks Defense just took a major hit. Blazers not bad at all and Suns get cap relief down the road,0,2,12
Anthony,2023-09-27T20:09:31.000Z,"Bucks fans: Look where Jrue and Cater are on this graphic.

Then look where Dame and Connaughton are.

That Bucks defense miiiight just fall off a cliff",1,0,11
key,2023-09-27T20:03:12.000Z,It don’t bucks defense abt to be Swiss cheese,0,1,11
P A P I,2023-09-27T18:35:29.000Z,Yes. Bucks defense used to be good as Jrue used to lock down PGs,1,2,13
Freud Hoiberg,2023-09-27T18:28:50.000Z,"Agreed, but the Bucks defense just got noticeably worse!",0,6,16
Greg,2023-09-27T18:42:29.000Z,"While the league tries to figure out how to guard the Bucks, the Kings already realized that defense is for nerds and you simply need to outscore them. 

Light the Beam.",36,302,338
Raheem Palmer,2023-09-27T18:28:53.000Z,"I always felt like the Giannis and this Bucks team needed a combo guard who can truly break down the defense and get his own shot particularly in the playoffs. Explosive scoring from the guard position has always been missing from this team.

They finally have their guy in Dame.",2,41,43
Robby Kalland,2023-09-27T18:45:53.000Z,"i get the ""jrue is important"" thing with the bucks i really do, but he also shot like 39% from the field for 3 straight playoffs. dame's a considerable upgrade for what this bucks team needed, even understanding what you lose on defense.",1,18,19
De Von Baylor,2023-09-27T18:59:10.000Z,Bucks defense was already bad and it’s worse now. That starting 5 can be exploited at all 4 positions except Giannis,1,3,14
Melissa Shepard,2023-09-27T21:45:17.000Z,"glad he didn't go to Miami, Bucks defense gets a downgrade now I guess though so....who knows! we just love to see Miami fans cry here in Boston ",0,1,11
The Beautiful Struggle,2023-09-27T18:46:12.000Z,"Bucks defense will suffer but their offense will be more diverse with lillard know. Know with Lillard, Giannis can play his game a lot more as it opens up the dimension he relies on heavily. This will be interesting to see. Think Bucks mos def have a shot to be in ECF imo with mo",0,1,11
Boston Sports Enjoyer,2023-09-27T18:48:22.000Z,Do you realize how horrible the Bucks defense is now? Tatum and Brown are going to FEAST against them,1,27,28
Vanessa Paler,2023-09-27T19:06:54.000Z,"For me it didn’t make sense acquiring him! 

I’m interested how come it was Jrue that got shipped and not Middleton! I want to see how the Bucks defense will be now! But I’m excited for Adrian to coach Dame!",0,1,11
Jacob Pickup,2023-09-27T18:20:48.000Z,"Giannis finally has no excuse to show an offball game
Bucks defense looks interesting

I assume Portland will move jrue at some point this year? And that’s how they’ll make up for the lack of concrete young assets

2029 unprotected first could be wild

Really hope Keon gets run",0,5,15
Mic Jones,2023-09-27T21:33:18.000Z,"Silver lining. 
The Bucks' perimeter defense took a hit today.",0,4,14
Sergeant--Sarge for Short,2023-09-27T19:42:52.000Z,"The Bucks defense w/out Holiday will suffer. He can guard 1-3. Offensively, they obviously gained range, Dame should make it easier for Giannis. The key for me is do they get an entire season out of Khris Middleton. And who's off the bench? 
Bucks, Miami, Sixers still together.",0,2,12
Christopher Jacob,2023-09-27T18:53:45.000Z,The Bucks defense at the guard position is nonexistent now. There’s not a lot of depth there.,0,3,13
Michael Shaw,2023-09-27T18:31:52.000Z,Lose obviously an elite defender and decent scorer. Bucks have enough defense with Giannis and Brooke but not sure who they match on the perimeter to say a Tatum or Brown. Dame is a great scorer obv. There are plenty of Grayson Allen's out there so not worried about that one.,1,19,20
Nashty,2023-09-27T20:48:37.000Z,I remember he destroyed Bucks’ defense last season ,0,1,11
,2023-09-27T19:05:30.000Z,This is true. We are still favorite in my opinion. Bucks got Lillard but lost their defense. Jrue was top 5 best guard defender Lillard can’t play D,5,36,41
kahin (giannis enjoyer),2023-09-27T19:00:35.000Z,The + on the offense is bigger than the - on the defense so hopefully bucks bounces back as a winner,0,23,23
Steve Jones Jr.,2023-09-27T18:26:47.000Z,"So the Bucks clearly heard everything Giannis said and said bet. But. They traded Jrue. And I have defense questions. But, Dame/Giannis pick and roll seems not fun especially with a small lineup.",11,109,120
Kantō Osūpa,2023-09-27T21:48:37.000Z,Bucks defense slipped when Brook or Giannis is out. Their primary defensive characteristic is Brook and Giannis being the backline defenders.,0,2,12
Cj Martin,2023-09-27T18:31:36.000Z,Huh?? I’m a laker fan bucks got much better jrue offensively is not close and bucks have a great front court of defense bucks the favorite to win the chip,0,7,17
Kim Sheff,2023-09-27T19:33:15.000Z,"Nah, I’m good. Jrue was a demon against the C’s. Even poor Allen played pesky defense. Bucks D took a huge hit. Giannis off knee surgery, Middleton issues also",0,10,10
Jayski,2023-09-27T19:53:36.000Z,"that bucks defense is food now im not worried about giannis and brook, we have the personnel to force them to play on the perimeter",0,4,14
Drew,2023-09-27T19:10:43.000Z,"Dog the Bucks defense just took a horrible step backwards and we can end up with Jrue instead of Dame, and he's cheaper, and would make a huge difference on offense & defense for us!",0,1,11
super’s Ego,2023-09-27T19:26:12.000Z,The Bucks defense is good enough. Offense was the problem,0,3,13
Julieanne Gilchrist,2023-09-27T19:05:32.000Z,Bucks defense in playoffs last two years aint been good. They need buckets. Giannis/brook will carry their defense lol,0,9,19
Steve Jones Jr.,2023-09-27T18:44:06.000Z,"I will say the Bucks are going to miss Jrue's defense but raising the offensive ceiling shifts that. Feels like a huge playoff move. How teams spread their defensive capital with Dame, Khris and Giannis will be tough. Brook's ability to roll and pop and protect the rim...",16,113,129
Yasin Bennani,2023-09-27T20:14:54.000Z,"Facts bro 
@GiannisWorld
 do you worry about the Bucks defense they lost jrue but who knows what they gonna be like with a first year head coach at least they got an offensive staff stuff",0,1,11
ImmortalPxnguin,2023-09-27T20:40:41.000Z,"i'm still not a big believer in the allen/mobley front court, they need to trade allen and play mobley at the 5. clogging the paint and ruining their offensive spacing essentially negates the bucks downgraded defense IMO, i just think it's a roster construction issue",0,2,12
